ZIPCODE,ADDRESS,STATUS
46203,1041 ST PETER ST,Abandoned
46201,27 N LINWOOD AVE,Abandoned
46203,1205 S RANDOLPH ST,Abandoned
46218,2430 N LASALLE ST,Abandoned
46201,837 N TEMPLE AVE,Abandoned
46205,2750 CARROLLTON AVE,Abandoned
46201,915 JEFFERSON AVE,Vacant
46203,1544 RINGGOLD AVE,Vacant
46202,2135 DEXTER ST,Abandoned
46218,3925 E 30TH ST,Abandoned
46218,2221 E 34TH ST,Abandoned
46203,1430 ORANGE ST,Abandoned
46201,244 S LASALLE ST,Vacant
46218,3708 N OLNEY ST,Vacant
46208,3309 BOULEVARD PL,Abandoned
46203,2846 TINDALL ST,Abandoned
46225,1421 UNION ST,Abandoned
46218,3634 KINNEAR AVE,Abandoned
46203,3854 SPANN AVE,Abandoned
46201,1911 E MARYLAND ST,Vacant
46218,3705 N DENNY ST,Abandoned
46201,620 N LASALLE ST,Abandoned
46201,1333 N OAKLAND AVE,Abandoned
46201,859 N PARKER AVE,Vacant
46201,926 N TUXEDO ST,Abandoned
46201,450 N DEARBORN ST,Abandoned
46201,609 N DEARBORN ST,Abandoned
46222,2009 WILCOX ST,Abandoned
46201,802 N TUXEDO ST,Abandoned
46201,3614 E VERMONT ST,Abandoned
46201,959 N EWING ST,Abandoned
46201,2917 E MICHIGAN ST,Abandoned
46201,952 N LASALLE ST,Abandoned
46201,1134 N LASALLE ST,Abandoned
46221,1221 S REISNER ST,Abandoned
46201,1416 N KEALING AVE,Abandoned
46201,1211 N EWING ST,Abandoned
46202,2069 MONTCALM ST,Vacant
46221,625 MARION AVE,Vacant
46205,2726 GUILFORD AVE,Vacant
46218,2407 HOVEY ST,Abandoned
46218,2358 HOVEY ST,Abandoned
46201,442 S GRAY ST,Abandoned
46201,234 S OXFORD ST,Abandoned
46218,2869 STUART ST,Abandoned
46208,3167 BOULEVARD PL,Abandoned
46208,2821 HIGHLAND PL,Abandoned
46205,3917 CARROLLTON AVE,Abandoned
46226,6041 E 40TH ST,Abandoned
46226,3818 N HAWTHORNE LN,Abandoned
46226,3905 ARTHINGTON BLVD,Abandoned
46208,3929 N KENWOOD AVE,Abandoned
46208,3835 N KENWOOD AVE,Vacant
46226,8615 MONTERY RD,Vacant
46226,4136 N SHERIDAN AVE,Abandoned
46205,3950 WINTHROP AVE,Abandoned
46226,4008 CAMPBELL AVE,Abandoned
46221,3224 COLLIER ST,Abandoned
46226,3838 N GRAHAM AVE,Abandoned
46235,9311 PINETREE CT,Abandoned
46208,4140 GRACELAND AVE,Abandoned
46235,3902 DELLA CT,Abandoned
46226,5321 STAUGHTON DR,Abandoned
46205,4206 CARROLLTON AVE,Abandoned
46205,4449 OLD ALLISONVILLE RD,Abandoned
46226,4143 RICHELIEU RD,Abandoned
46208,409 BERKLEY RD,Abandoned
46208,319 W 46TH ST,Abandoned
46254,4026 PITTMAN PL,Abandoned
46226,8221 E 47TH ST,Abandoned
46226,6059 DICKSON RD,Abandoned
46254,6006 SYCAMORE FORGE DR,Abandoned
46260,2064 RIVIERA ST,Abandoned
46220,6305 RUCKER RD,Abandoned
46240,2550 E 72ND ST,Abandoned
46240,1720 E 73RD ST,Abandoned
46208,317 W 30TH ST,Abandoned
46228,6172 ESTATE AVE,Abandoned
46218,3453 E 26TH ST,Abandoned
46219,5143 E WASHINGTON ST,Abandoned
46219,363 GOOD AVE,Abandoned
46219,5830 GREENFIELD AVE,Abandoned
46229,1545 MUTZ DR,Vacant
46219,6129 NIMITZ DR,Abandoned
46218,1621 N LELAND AVE,Abandoned
46218,2107 N SPENCER AVE,Abandoned
46218,3531 N BUTLER AVE,Abandoned
46201,430 N TEMPLE AVE,Abandoned
46218,2825 N RITTER AVE,Vacant
46235,3737 N BRENTWOOD AVE,Abandoned
46218,2608 N HAWTHORNE LN,Abandoned
46218,2801 N HAWTHORNE LN,Abandoned
46218,5319 WINSTON PL,Vacant
46218,3747 N HAWTHORNE LN,Abandoned
46202,1828 CENTRAL AVE,Abandoned
46226,7516 E 34TH ST,Abandoned
46218,2025 WALLACE AVE,Abandoned
46201,308 N TEMPLE AVE,Abandoned
46202,1850 SUGAR GROVE AVE,Abandoned
46208,1126 W 28TH ST,Vacant
46218,2751 BROUSE AVE,Vacant
46208,3124 N KENWOOD AVE,Abandoned
46203,1527 LEXINGTON AVE,Abandoned
46208,3437 N ILLINOIS ST,Abandoned
46218,2018 N RILEY AVE,Abandoned
46218,2126 N DEQUINCY ST,Abandoned
46225,239 IOWA ST,Abandoned
46225,263 E CAVEN ST,Abandoned
46218,2338 N DEARBORN ST,Vacant
46218,4605 E 19TH ST,Abandoned
46202,1227 HERBERT ST,Abandoned
46218,3633 N SHERMAN DR,Abandoned
46205,2520 GUILFORD AVE,Abandoned
46208,3157 ETHEL AVE,Abandoned
46208,3529 N ILLINOIS ST,Abandoned
46208,859 EUGENE ST,Abandoned
46208,1357 W 23RD ST,Abandoned
46218,2729 ADAMS ST,Abandoned
46225,2433 S MERIDIAN ST,Abandoned
46208,1507 W 29TH ST,Abandoned
46201,2931 E NEW YORK ST,Abandoned
46201,229 N STATE AVE,Abandoned
46218,3308 BROUSE AVE,Abandoned
46203,1222 HARLAN ST,Vacant
46201,123 N DENNY ST,Abandoned
46203,1917 PROSPECT ST,Vacant
46201,262 HENDRICKS PL,Abandoned
46201,726 N EUCLID AVE,Abandoned
46201,4117 E 11TH ST,Abandoned
46208,1054 W 28TH ST,Abandoned
46201,234 N OAKLAND AVE,Abandoned
46208,3720 GRACELAND AVE,Abandoned
46201,514 N BEVILLE AVE,Vacant
46202,1316 W 22ND ST,Abandoned
46208,2309 INDIANAPOLIS AVE,Vacant
46201,733 N LINWOOD AVE,Abandoned
46225,1737 UNION ST,Abandoned
46202,852 N CALIFORNIA ST,Abandoned
46203,1205 OLIVE ST,Abandoned
46201,440 S DEARBORN ST,Abandoned
46201,1518 N COLORADO AVE,Abandoned
46218,2826 E 18TH ST,Abandoned
46218,3725 N RURAL ST,Abandoned
46218,3429 BROUSE AVE,Abandoned
46208,3030 N HARDING ST,Abandoned
46218,2822 FLAP LN,Abandoned
46208,1008 W 31ST ST,Abandoned
46205,2907 GUILFORD AVE,Abandoned
46208,1031 ROACHE ST,Abandoned
46208,1118 W 28TH ST,Abandoned
46208,1265 W 34TH ST,Abandoned
46201,59 S LASALLE ST,Abandoned
46201,1453 N CHESTER AVE,Abandoned
46201,405 N HAMILTON AVE,Abandoned
46201,132 N GRANT AVE,Abandoned
46208,3145 N HARDING ST,Abandoned
46201,1034 N TACOMA AVE,Abandoned
46208,3360 N ILLINOIS ST,Abandoned
46218,2371 STUART ST,Abandoned
46203,3110 BETHEL AVE,Abandoned
46208,919 ROACHE ST,Abandoned
46218,2332 COYNER AVE,Abandoned
46208,1335 W 32ND ST,Abandoned
46201,250 N OAKLAND AVE,Abandoned
46201,34 S TUXEDO ST,Abandoned
46201,909 WOODRUFF PL WDR,Abandoned
46203,1127 HOYT AVE,Abandoned
46205,2432 N COLLEGE AVE,Vacant
46208,621 W 28TH ST,Abandoned
46202,1015 HARRISON ST,Vacant
46208,1267 W 26TH ST,Abandoned
46205,3121 GUILFORD AVE,Abandoned
46201,2547 BROOKSIDE PKWY SDR,Abandoned
46202,2170 N ILLINOIS ST,Vacant
46225,18 E REGENT ST,Abandoned
46205,2950 WINTHROP AVE,Abandoned
46203,1614 WOODLAWN AVE,Abandoned
46218,3427 BROUSE AVE,Abandoned
46201,1519 N BEVILLE AVE,Abandoned
46203,1211 MC DOUGAL ST,Abandoned
46203,1132 FLETCHER AVE,Abandoned
46225,1730 S TALBOTT ST,Abandoned
46201,810 N BEVILLE AVE,Abandoned
46203,1804 E KELLY ST,Abandoned
46201,315 N CHESTER AVE,Abandoned
46218,3053 STATION ST,Abandoned
46218,3833 E 31ST ST,Abandoned
46208,1440 W 28TH ST,Abandoned
46203,2212 WOODLAWN AVE,Abandoned
46201,1314 N OXFORD ST,Abandoned
46201,817 N GLADSTONE AVE,Abandoned
46218,3251 SCHOFIELD AVE,Abandoned
46208,1250 W 32ND ST,Vacant
46205,2256 COLUMBIA AVE,Abandoned
46201,2506 E WASHINGTON ST,Abandoned
46203,2526 S RANDOLPH ST,Abandoned
46218,2031 N EUCLID AVE,Abandoned
46201,2027 SOUTHEASTERN AVE,Abandoned
46201,266 S TEMPLE AVE,Abandoned
46201,526 N BANCROFT ST,Abandoned
46208,920 W 33RD ST,Abandoned
46208,1266 W 32ND ST,Abandoned
46218,2848 N DEARBORN ST,Abandoned
46208,3254 GRACELAND AVE,Abandoned
46218,3380 STATION ST,Abandoned
46203,1122 S KEYSTONE AVE,Abandoned
46218,2812 N LASALLE ST,Abandoned
46202,2129 BELLEFONTAINE ST,Abandoned
46201,215 N OAKLAND AVE,Abandoned
46202,1817 KOEHNE ST,Abandoned
46208,3409 N CAPITOL AVE,Abandoned
46205,2519 N COLLEGE AVE,Abandoned
46208,2828 N CAPITOL AVE,Abandoned
46201,2210 COYNER AVE,Abandoned
46205,2424 N COLLEGE AVE,Abandoned
46218,3149 N DEQUINCY ST,Abandoned
46208,538 W 26TH ST,Abandoned
46218,3030 RALSTON AVE,Abandoned
46208,3627 SALEM ST,Abandoned
46208,1125 W 27TH ST,Abandoned
46208,750 W 26TH ST,Abandoned
46225,602 LINCOLN ST,Abandoned
46218,3350 N GLADSTONE AVE,Abandoned
46201,310 N DENNY ST,Abandoned
46203,1437 FLETCHER AVE,Abandoned
46205,2626 WINTHROP AVE,Abandoned
46221,1518 HOWARD ST,Abandoned
46225,45 E ARIZONA ST,Abandoned
46218,2306 N LASALLE ST,Abandoned
46208,1111 EUGENE ST,Abandoned
46208,1222 W 35TH ST,Abandoned
46218,3613 N DEARBORN ST,Abandoned
46208,1346 W 34TH ST,Abandoned
46201,606 N HAMILTON AVE,Abandoned
46203,801 LINCOLN ST,Abandoned
46201,3321 E NEW YORK ST,Abandoned
46218,3239 BROUSE AVE,Abandoned
46201,329 N SHERMAN DR,Vacant
46208,2829 DR M L KING JR ST,Abandoned
46203,744 S DEQUINCY ST,Abandoned
46222,1740 W MIAMI ST,Abandoned
46201,3920 E 11TH ST,Vacant
46203,2808 DRAPER ST,Abandoned
46201,40 EASTERN AVE,Abandoned
46203,734 PARKWAY AVE,Vacant
46208,3702 N ILLINOIS ST,Abandoned
46225,2146 WEBB ST,Abandoned
46225,2122 WEBB ST,Abandoned
46201,2227 E 10TH ST,Abandoned
46201,554 N OAKLAND AVE,Abandoned
46201,2920 E 11TH ST,Abandoned
46201,511 N PARKER AVE,Abandoned
46201,904 N LASALLE ST,Abandoned
46201,451 N GRAY ST,Abandoned
46218,1905 N COLORADO AVE,Abandoned
46201,3613 E 10TH ST,Abandoned
46218,4725 RIBBLE RD,Abandoned
46201,2504 E 16TH ST,Abandoned
46221,1434 LEE ST,Abandoned
46221,1212 SHEPARD ST,Abandoned
46201,3514 E 10TH ST,Vacant
46201,1403 N KEALING AVE,Abandoned
46201,1310 N EWING ST,Abandoned
46221,1227 KAPPES ST,Abandoned
46201,1370 N EWING ST,Abandoned
46201,1405 N TUXEDO ST,Abandoned
46201,1105 N GALE ST,Abandoned
46201,1511 N KEALING AVE,Abandoned
46201,1368 N GALE ST,Abandoned
46203,1504 FLETCHER AVE,Abandoned
46218,2509 BROOKSIDE AVE,Abandoned
46221,1071 W MCCARTY ST,Abandoned
46218,2702 CAROLINE AVE,Vacant
46208,1107 POMANDER PL,Abandoned
46201,3044 MEREDITH AVE,Vacant
46205,1120 E 32ND ST,Vacant
46205,2017 E 44TH ST,Vacant
46226,3808 N KITLEY AVE,Vacant
46235,4022 ESSEX CT,Vacant
46235,4034 BRENTWOOD DR,Abandoned
46208,4126 ROOKWOOD AVE,Abandoned
46205,4071 MILLERSVILLE RD,Vacant
46226,6703 E 42ND ST,Vacant
46226,4045 N EDMONDSON AVE,Abandoned
46226,4819 LESLEY AVE,Abandoned
46226,6010 MEADOWLARK DR,Abandoned
46254,4410 FULLWOOD CT,Abandoned
46208,331 W HAMPTON DR,Abandoned
46235,9428 MEADOWLARK DR,Abandoned
46226,4402 DICKSON RD,Abandoned
46254,5954 TERRYTOWN PKWY,Vacant
46260,2032 W 63RD ST,Abandoned
46260,2008 RIVIERA ST,Abandoned
46228,5753 COBURN AVE,Abandoned
46268,6447 MICHIGAN RD,Abandoned
46208,1306 ROACHE ST,Abandoned
46239,1426 HUNTER RD,Abandoned
46218,3614 E 36TH ST,Abandoned
46219,121 S SHERIDAN AVE,Abandoned
46219,416 S GRAND AVE,Vacant
46219,725 S BUTLER AVE,Vacant
46201,18 S EUCLID AVE,Abandoned
46219,2445 N FRANKLIN RD,Abandoned
46219,433 N GIBSON AVE,Abandoned
46219,2437 N WEBSTER AVE,Abandoned
46219,8805 E 21ST ST,Abandoned
46218,2235 N BUTLER AVE,Vacant
46235,3556 PIXLEY CT,Abandoned
46226,3655 TIFFANY DR,Abandoned
46226,7635 E 34TH PL,Abandoned
46235,3419 LUEWAN DR,Vacant
46201,40 N HAMILTON AVE,Vacant
46235,3776 CELTIC DR,Abandoned
46205,3945 MILLERSVILLE DR,Vacant
46226,8020 E 37TH ST,Abandoned
46218,2014 RALSTON AVE,Abandoned
46201,3629 STANTON AVE,Abandoned
46203,1640 LEXINGTON AVE,Vacant
46218,3711 HILLSIDE AVE,Abandoned
46201,813 N TEMPLE AVE,Abandoned
46208,3633 N KENWOOD AVE,Vacant
46201,254 S SUMMIT ST,Vacant
46218,3037 HOVEY ST,Abandoned
46218,2226 N SHERMAN DR,Abandoned
46208,1141 W 31ST ST,Abandoned
46208,1140 CONGRESS AVE,Vacant
46218,2645 BROOKSIDE AVE,Vacant
46221,1315 SHEPARD ST,Abandoned
46218,2620 MANLOVE AVE,Abandoned
46218,3735 N SHERMAN DR,Abandoned
46203,1726 OLIVE ST,Abandoned
46208,2251 DR M L KING JR ST,Abandoned
46218,2457 N PARKER AVE,Abandoned
46219,128 S EMERSON AVE,Abandoned
46203,4422 HOYT AVE,Abandoned
46201,955 EASTERN AVE,Abandoned
46203,1409 ORANGE ST,Vacant
46218,2451 N RURAL ST,Abandoned
46201,556 N BEVILLE AVE,Abandoned
46201,409 S GRAY ST,Vacant
46218,2366 N RURAL ST,Abandoned
46201,4522 E WASHINGTON ST,Abandoned
46201,41 N DEARBORN ST,Abandoned
46203,770 S DREXEL AVE,Vacant
46218,3335 N ARSENAL AVE,Abandoned
46221,812 MARION AVE,Abandoned
46222,1936 W NEW YORK ST,Abandoned
46218,3437 BROUSE AVE,Abandoned
46221,636 MARION AVE,Abandoned
46221,643 COFFEY ST,Vacant
46203,1226 COTTAGE AVE,Vacant
46221,1342 SHEPARD ST,Abandoned
46201,127 N COLORADO AVE,Vacant
46201,126 N KEALING AVE,Abandoned
46218,2407 N OLNEY ST,Abandoned
46201,1134 N KEYSTONE AVE,Abandoned
46218,2710 E 27TH ST,Abandoned
46201,1616 E 12TH ST,Abandoned
46218,3351 WALLACE AVE,Abandoned
46201,302 N TACOMA AVE,Abandoned
46218,2911 E 37TH ST,Abandoned
46208,2824 INDIANAPOLIS AVE,Abandoned
46201,1536 N DEARBORN ST,Abandoned
46205,2849 N NEW JERSEY ST,Abandoned
46218,2050 N DEARBORN ST,Abandoned
46208,3335 N KENWOOD AVE,Abandoned
46208,780 W 25TH ST,Abandoned
46201,140 N ARSENAL AVE,Abandoned
46201,322 N CHESTER AVE,Abandoned
46208,3225 N KENWOOD AVE,Abandoned
46208,784 W 25TH ST,Abandoned
46201,414 JEFFERSON AVE,Abandoned
46201,1121 TECUMSEH ST,Vacant
46201,302 EASTERN AVE,Abandoned
46201,4218 E MICHIGAN ST,Abandoned
46208,631 EUGENE ST,Abandoned
46208,1320 W 25TH ST,Abandoned
46208,3710 N CAPITOL AVE,Abandoned
46205,2326 GUILFORD AVE,Abandoned
46205,3201 SUTHERLAND AVE,Abandoned
46208,1429 CONGRESS AVE,Abandoned
46203,1126 ENGLISH AVE,Abandoned
46203,1426 FLETCHER AVE,Abandoned
46203,1851 SINGLETON ST,Abandoned
46201,4819 ENGLISH AVE,Abandoned
46225,1330 S TALBOTT ST,Abandoned
46225,1458 S TALBOTT ST,Vacant
46208,2805 DR M L KING JR ST,Abandoned
46208,2355 SHRIVER AVE,Vacant
46208,601 UDELL ST,Abandoned
46202,1650 CORNELL AVE,Abandoned
46218,2211 BROOKSIDE AVE,Abandoned
46208,649 W 30TH ST,Abandoned
46201,330 N FOREST AVE,Abandoned
46208,2824 BOULEVARD PL,Abandoned
46225,1218 UNION ST,Abandoned
46205,3109 N PARK AVE,Abandoned
46202,2115 GENT AVE,Abandoned
46203,1421 S RURAL ST,Abandoned
46218,3401 E 20TH ST,Abandoned
46225,353 PARKWAY AVE,Vacant
46208,1059 EUGENE ST,Abandoned
46201,229 S KEYSTONE AVE,Abandoned
46201,1127 N GRANT AVE,Abandoned
46218,3615 E 32ND ST,Vacant
46208,143 W 33RD ST,Abandoned
46225,1601 S MERIDIAN ST,Abandoned
46203,3530 ORANGE ST,Vacant
46218,3612 ADAMS ST,Abandoned
46205,3747 RUCKLE ST,Abandoned
46225,1233 UNION ST,Abandoned
46208,822 W 28TH ST,Abandoned
46218,2802 HILLSIDE AVE,Abandoned
46203,1620 DRAPER ST,Abandoned
46218,3724 ORCHARD AVE,Abandoned
46202,2016 BELLEFONTAINE ST,Abandoned
46208,407 W 32ND ST,Abandoned
46218,2938 HILLSIDE AVE,Abandoned
46203,1621 CRUFT ST,Abandoned
46201,8 N DEQUINCY ST,Abandoned
46205,2736 CARROLLTON AVE,Abandoned
46218,2610 N DEARBORN ST,Abandoned
46201,331 N TEMPLE AVE,Abandoned
46201,255 S DEARBORN ST,Abandoned
46225,26 IOWA ST,Abandoned
46208,2653 BURTON AVE,Vacant
46218,3305 N DEQUINCY ST,Vacant
46218,2054 ADAMS ST,Abandoned
46218,3001 N TACOMA AVE,Abandoned
46201,1514 E 12TH ST,Abandoned
46225,239 W SOUTHERN AVE,Abandoned
46201,424 N EUCLID AVE,Abandoned
46203,4816 E MINNESOTA ST,Abandoned
46203,3825 SPANN AVE,Abandoned
46201,1232 N OAKLAND AVE,Vacant
46218,1937 N LINWOOD AVE,Abandoned
46201,1033 N RURAL ST,Abandoned
46201,950 N OAKLAND AVE,Abandoned
46208,1141 ROACHE ST,Abandoned
46201,956 N EWING ST,Abandoned
46201,1237 N OXFORD ST,Abandoned
46201,2916 E NORTH ST,Abandoned
46201,642 N OXFORD ST,Abandoned
46201,3201 E 10TH ST,Abandoned
46201,617 N PARKER AVE,Abandoned
46201,551 N PARKER AVE,Abandoned
46201,3021 E MICHIGAN ST,Abandoned
46203,1739 S DEQUINCY ST,Abandoned
46203,1921 GALA CT,Vacant
46218,2866 FOREST MANOR AVE,Abandoned
46201,1531 N OLNEY ST,Abandoned
46201,1234 N EWING ST,Abandoned
46221,1260 HIATT ST,Abandoned
46201,1035 N EWING ST,Abandoned
46201,1222 N LASALLE ST,Abandoned
46221,1234 LEE ST,Abandoned
46201,1118 N EWING ST,Abandoned
46221,1103 S REISNER ST,Abandoned
46221,1130 BLAINE AVE,Abandoned
46203,1722 OLIVE ST,Abandoned
46208,3711 CRESCENT AVE,Abandoned
46221,1244 STANDARD AVE,Abandoned
46218,2139 SHELDON ST,Vacant
46201,1204 N GRANT AVE,Abandoned
46221,5416 POWDER RIVER CT,Abandoned
46237,5407 YUCATAN DR,Abandoned
46235,4022 STRATFORD CT,Vacant
46226,3849 N GRAND AVE,Abandoned
46235,4037 ESSEX CT,Vacant
46205,3913 N TEMPLE AVE,Abandoned
46226,3815 N SHADELAND AVE,Abandoned
46235,9108 38TH PL,Abandoned
46226,4072 SAWYER ST,Abandoned
46208,3806 BYRAM AVE,Abandoned
46208,345 HARVARD PL,Abandoned
46205,4317 NORWALDO AVE,Abandoned
46205,4350 GUILFORD AVE,Abandoned
46228,4550 WICHSER CT,Abandoned
46205,5108 RALSTON AVE,Abandoned
46226,5263 N SADLIER DR,Abandoned
46228,5832 WOODSIDE DR,Abandoned
46220,5837 WINTHROP AVE,Abandoned
46228,2405 W 61ST ST,Abandoned
46260,2250 MAYFAIR DR,Abandoned
46260,2056 MAYFAIR DR,Abandoned
46218,2345 N DEARBORN ST,Abandoned
46218,2638 ADAMS ST,Abandoned
46237,5546 E EDGEWOOD AVE,Abandoned
46201,1132 N GRANT AVE,Abandoned
46239,10046 E TROY AVE,Abandoned
46218,2425 N BOLTON AVE,Abandoned
46218,5452 E 19TH ST,Abandoned
46219,6108 E 25TH ST,Abandoned
46219,6141 NIMITZ DR,Vacant
46219,2210 NORDEN CT,Abandoned
46219,6154 NIMITZ DR,Abandoned
46218,2224 N SPENCER AVE,Vacant
46219,75 S KENYON ST,Abandoned
46226,8401 E 34TH PL,Abandoned
46218,5325 WINSTON PL,Abandoned
46218,3512 N BUTLER AVE,Abandoned
46219,6045 E 26TH ST,Abandoned
46218,2720 KRISTEN DR E,Abandoned
46218,3523 N BUTLER AVE,Abandoned
46205,2514 COLUMBIA AVE,Abandoned
46218,3520 N KEYSTONE AVE,Abandoned
46201,1315 N GRANT AVE,Abandoned
46208,1109 UDELL ST,Vacant
46218,1946 N OLNEY ST,Abandoned
46203,1724 DRAPER ST,Abandoned
46201,402 N TEMPLE AVE,Vacant
46218,2450 N PARKER AVE,Abandoned
46218,2026 N DEARBORN ST,Vacant
46201,506 N BOSART AVE,Abandoned
46218,2843 N GALE ST,Abandoned
46203,2212 BETHEL AVE,Abandoned
46218,2805 STUART ST,Abandoned
46205,3441 GUILFORD AVE,Vacant
46201,56 JEFFERSON AVE,Abandoned
46218,2425 N OLNEY ST,Abandoned
46205,3220 N PARK AVE,Vacant
46201,433 EASTERN AVE,Abandoned
46218,3121 EASTERN AVE,Abandoned
46218,2241 BROOKSIDE AVE,Abandoned
46201,40 N EWING ST,Abandoned
46218,2922 N SHERMAN DR,Abandoned
46201,213 S STATE AVE,Abandoned
46201,421 N GLADSTONE AVE,Abandoned
46201,802 N DREXEL AVE,Abandoned
46225,1126 S MERIDIAN ST,Abandoned
46201,425 N BANCROFT ST,Abandoned
46201,612 EASTERN AVE,Abandoned
46201,14 N GRAY ST,Vacant
46201,631 EASTERN AVE,Abandoned
46201,21 PARKVIEW AVE,Abandoned
46203,2122 PLEASANT ST,Vacant
46201,521 N EUCLID AVE,Abandoned
46221,631 WARREN AVE,Abandoned
46202,824 N CALIFORNIA ST,Vacant
46201,1107 N COLORADO AVE,Abandoned
46203,1140 E GIMBER ST,Abandoned
46203,1721 LAUREL ST,Abandoned
46225,1141 S CAPITOL AVE,Vacant
46202,1139 BATES ST,Abandoned
46208,1049 W 28TH ST,Abandoned
46218,2001 N DEQUINCY ST,Abandoned
46218,3340 E 20TH ST,Abandoned
46218,3622 N COLORADO AVE,Abandoned
46203,746 PARKWAY AVE,Abandoned
46218,3519 N GRANT AVE,Abandoned
46218,2715 ADAMS ST,Abandoned
46218,2437 COYNER AVE,Vacant
46205,615 E 32ND ST,Vacant
46208,1025 ROACHE ST,Abandoned
46218,2517 BROOKWAY ST,Vacant
46205,2832 DR A J BROWN AVE,Abandoned
46205,2210 BROADWAY ST,Vacant
46208,3102 N CAPITOL AVE,Vacant
46205,3054 BROADWAY ST,Abandoned
46205,420 E 30TH ST,Vacant
46201,51 N KEALING AVE,Abandoned
46203,1620 NELSON AVE,Abandoned
46208,2515 HIGHLAND PL,Abandoned
46218,2267 WHEELER ST,Vacant
46208,1025 W 33RD ST,Abandoned
46201,444 N KEYSTONE AVE,Vacant
46208,371 W 30TH ST,Vacant
46208,2712 PARIS AVE,Vacant
46218,3643 N KEYSTONE AVE,Abandoned
46201,714 N BRADLEY AVE,Abandoned
46201,115 N CHESTER AVE,Abandoned
46201,934 N GRANT AVE,Abandoned
46208,612 UDELL ST,Abandoned
46208,449 W 29TH ST,Abandoned
46201,1425 N GLADSTONE AVE,Vacant
46218,2907 E 37TH ST,Abandoned
46201,817 N BEVILLE AVE,Abandoned
46202,1209 HERBERT ST,Abandoned
46218,1948 BLOYD AVE,Vacant
46201,206 N OXFORD ST,Vacant
46203,1543 RINGGOLD AVE,Abandoned
46202,2170 SUGAR GROVE AVE,Abandoned
46201,33 N LINWOOD AVE,Abandoned
46201,701 N CHESTER AVE,Abandoned
46218,3526 N PARKER AVE,Abandoned
46205,3129 RUCKLE ST,Vacant
46208,1148 W 31ST ST,Vacant
46208,1431 W 34TH ST,Abandoned
46201,415 ST PAUL ST,Abandoned
46201,768 CARLYLE PL,Abandoned
46201,320 N TEMPLE AVE,Abandoned
46218,1942 HOUSTON ST,Abandoned
46205,2615 N COLLEGE AVE,Vacant
46218,3042 EASTERN AVE,Abandoned
46201,1537 E OHIO ST,Abandoned
46201,417 N CHESTER AVE,Abandoned
46203,813 VILLA AVE,Vacant
46205,3107 BROADWAY ST,Abandoned
46201,350 N HAMILTON AVE,Abandoned
46222,1105 N ELDER AVE,Abandoned
46218,3369 BALTIMORE AVE,Abandoned
46208,2817 BOULEVARD PL,Abandoned
46202,1324 E 16TH ST,Abandoned
46208,2341 N KENWOOD AVE,Abandoned
46218,2321 LANGLEY AVE,Abandoned
46205,3512 EVERGREEN AVE,Vacant
46201,4530 E 16TH ST,Abandoned
46218,3242 N TEMPLE AVE,Abandoned
46201,3856 E MICHIGAN ST,Abandoned
46201,58 S CHESTER AVE,Abandoned
46222,1717 W MARKET ST,Vacant
46203,1911 E MINNESOTA ST,Abandoned
46208,2256 N HARDING ST,Abandoned
46208,1314 W 27TH ST,Abandoned
46222,541 N TRAUB AVE,Abandoned
46218,2037 N DEQUINCY ST,Vacant
46201,314 S RANDOLPH ST,Abandoned
46222,1018 N TRAUB AVE,Vacant
46202,1954 COLUMBIA AVE,Abandoned
46201,2616 GRAYDON ST,Abandoned
46201,2935 E NEW YORK ST,Abandoned
46205,2750 COLUMBIA AVE,Abandoned
46205,3628 N PENNSYLVANIA ST,Abandoned
46221,1538 HIATT ST,Vacant
46222,756 LYNN ST,Vacant
46203,1156 CAMERON ST,Vacant
46203,3620 SPANN AVE,Abandoned
46201,962 N OLNEY ST,Abandoned
46201,606 N DEARBORN ST,Abandoned
46201,915 N GRAY ST,Abandoned
46201,355 S BANCROFT ST,Abandoned
46201,952 N KEALING AVE,Abandoned
46201,622 N OXFORD ST,Vacant
46201,917 N RURAL ST,Abandoned
46201,3348 ROBSON ST,Abandoned
46201,1338 N PARKER AVE,Abandoned
46201,637 N DEARBORN ST,Abandoned
46218,1912 N COLORADO AVE,Abandoned
46203,4333 IOWA ST,Abandoned
46203,1929 S GLADSTONE AVE,Vacant
46203,1802 S DREXEL AVE,Abandoned
46218,2933 FOREST MANOR AVE,Abandoned
46218,2912 N GLADSTONE AVE,Abandoned
46201,1528 N RURAL ST,Abandoned
46218,2832 FOREST MANOR AVE,Abandoned
46221,1242 S RICHLAND ST,Abandoned
46201,1335 N KEALING AVE,Vacant
46201,3713 BROOKSIDE PKWY SDR,Vacant
46201,1218 N EWING ST,Abandoned
46208,811 W 25TH ST,Vacant
46218,2232 E 24TH ST,Abandoned
46201,439 S OXFORD ST,Abandoned
46201,402 S PARKER AVE,Abandoned
46218,2449 N ARSENAL AVE,Abandoned
46218,2717 STATION ST,Abandoned
46221,5024 EMMERT DR,Vacant
46221,6139 OLD MILL DR,Vacant
46205,3938 N TACOMA AVE,Abandoned
46208,4077 ROOKWOOD AVE,Vacant
46208,415 W 41ST ST,Abandoned
46205,4004 MEADOWS DR,Vacant
46205,3860 WINTHROP AVE,Abandoned
46235,9808 CONWAY DR,Abandoned
46226,3902 N LAYMAN AVE,Abandoned
46205,4311 NORWALDO AVE,Vacant
46226,4264 ASPEN WAY,Abandoned
